wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,VirtuallyUnrolledInputExplicitOutPaddingConv,VirtuallyUnrolledInputExplicitPaddingConv
32,3,3,3,4,4,1,1,0.179211,0.0403877,0.041425,0.04095,0.0416667,0.0468384,0.0477783,0.0473934,0.0479157,0.35371,0.0372439,0.0513875,0.0524934,0.0703235,0.097561,0.0837521
64,3,3,3,4,4,1,1,0.35371,0.0690131,0.0714286,0.0708215,0.071582,0.0754717,0.077821,0.0771605,0.0777605,0.703497,0.0670241,0.093985,0.0951475,0.113621,0.166389,0.13986
128,3,3,3,4,4,1,1,0.706338,0.127842,0.133511,0.129702,0.13245,0.134362,0.14,0.13624,0.138696,1.40694,0.126103,0.177482,0.178891,0.1998,0.304878,0.252393
256,3,3,3,4,4,1,1,1.43,0.246914,0.262467,0.247407,0.25601,0.253418,0.268817,0.253807,0.261619,2.81389,0.243902,0.344828,0.346021,0.379167,0.591716,0.485922
512,3,3,3,4,4,1,1,2.85,0.483092,0.529101,0.483092,0.499005,0.489268,0.535294,0.489756,0.505051,5.2,0.479904,0.378788,0.325,0.75,1.17882,0.9625
32,3,3,32,4,4,1,1,1.22317,0.31348,0.318471,0.323226,0.323548,0.451351,0.453846,0.460829,0.458716,0.47619,0.334448,0.480383,0.487379,0.31087,0.46055,0.379924
64,3,3,32,4,4,1,1,2.43333,0.277285,0.241546,0.325733,0.184502,0.469953,0.397619,0.419665,0.360432,1.03196,0.320317,0.473113,0.527895,0.593491,0.892035,0.732847
128,3,3,32,4,4,1,1,4.89524,0.565537,0.429614,0.606667,0.391797,0.675168,0.623602,0.754887,0.513198,2.008,0.664238,0.889381,0.851695,1.12921,1.71525,1.40417
256,3,3,32,4,4,1,1,9.69091,1.19881,0.907207,0.99703,0.784375,1.40845,0.983495,1.26835,0.937383,4.3875,1.01818,1.93846,1.88679,2.29545,3.49655,2.86571
512,3,3,32,4,4,1,1,19.8167,2.68158,2.022,2.68421,1.83091,2.60769,2.16809,2.87143,1.9,9.20909,2.63158,4.25,4.25417,4.61364,3.8037,5.42632
32,3,3,64,4,4,1,1,2.29773,0.292982,0.262042,0.340136,0.206392,0.675676,0.610366,0.636943,0.541622,0.754887,0.384615,0.529101,0.638854,0.580925,0.867241,0.712057
64,3,3,64,4,4,1,1,4.55455,0.582558,0.394094,0.600599,0.425532,0.838333,0.822131,1.003,0.724638,1.43286,0.709929,1.10316,0.89115,1.1011,1.67,1.36622
128,3,3,64,4,4,1,1,9.10909,1.24691,1,0.99802,0.8032,1.675,1.24198,1.42254,1.1686,2.98235,1.05368,2.05306,1.925,2.23111,3.30968,2.69737
256,3,3,64,4,4,1,1,18.3833,2.62,1.83091,2.54,1.64262,2.74054,2.27273,2.89143,2.04082,5.96111,2.53,3.93846,3.92593,4.66364,3.65357,5.095
512,3,3,64,4,4,1,1,37.2,5.34211,5.035,5.065,3.86538,5.69444,5.53,5.41053,4.23333,13.5375,5.69474,7.30714,7.7,4.72727,7.58571,5.4
32,3,3,128,4,4,1,1,4.43043,0.655556,0.496535,0.570109,0.422363,1.31711,1.07684,1.17093,1.08065,1.19405,0.660526,1.2,1.22927,1.11778,1.68333,1.37534
64,3,3,128,4,4,1,1,8.85,1.08817,0.778295,1.18588,0.769231,1.7431,1.5303,1.92692,1.34667,2.30909,1.32237,1.97255,1.86296,2.1913,3.33667,2.72432
128,3,3,128,4,4,1,1,18.1833,2.58462,2.11042,2.3814,1.40417,3.37667,2.74054,2.77778,2.2087,5.05,2.49512,3.39333,3.88077,4.3125,3.79259,4.3125
256,3,3,128,4,4,1,1,36.2667,4.63182,4.34783,5.04,2.87714,5.45263,5.01,5.94706,3.44333,9.88182,5.205,7.79231,7.19286,4.36957,7.84615,6.78667
512,3,3,128,4,4,1,1,72.65,9.26364,11.7556,11.1333,7.48571,10.56,11.01,11.1444,8.43333,20.84,11.25,15,14.5125,8.66667,14.9143,11.9556
32,3,3,256,4,4,1,1,8.975,1.22143,0.857265,1.26835,0.871304,2.48537,2.30909,2.75135,2.21087,1.86852,1.52121,2.42381,2.20652,2.26222,3.43667,2.8
64,3,3,256,4,4,1,1,18.2,2.17826,1.80536,2.4439,1.47571,3.7963,3.24516,4.02,2.66316,4.41739,2.74324,4.25,3.74444,4.42609,3.81481,5.1
128,3,3,256,4,4,1,1,37.1,4.91905,3.87692,4.83333,3.16875,6.14706,5.205,6.5,4.58636,8.66667,4.82857,7.98462,8.4,4.73182,6.59375,6.12941
256,3,3,256,4,4,1,1,74.2,10.29,7.8,8.40833,6.425,11.8667,9.50909,10.46,6.87333,18.7167,10.6,15.2143,15.2571,8.8,13.4375,11.5556
512,3,3,256,4,4,1,1,148.6,20.8,21.8,20.3,12.9,20.6333,21.52,21.3167,13.95,35.2667,20.05,29.6,30.725,17.4,26.25,22.2
32,3,3,512,4,4,1,1,18.5167,2.32045,2.15957,2.63421,1.65645,4.93333,4.54545,5.38421,3.86154,3.73704,3.30323,5.145,4.71364,4.48261,3.95,5.72778
64,3,3,512,4,4,1,1,38.2333,5.09,3.0303,4.85238,3.27742,7.38571,5.28421,7.60714,5.75556,8.45,5.1381,8.08462,8.81667,4.84286,6.73333,5.03
128,3,3,512,4,4,1,1,76.5,10.54,8.13846,8.69167,5.61667,13.1625,10.55,12.65,7.80769,15.4143,10.36,15.7571,15.9,9.87273,14.5,10.48
256,3,3,512,4,4,1,1,152.8,20.44,16.6833,18,11.32,21.7,17.0167,20.2333,13.2,32.675,18.6,27.575,28.25,17.6833,28.325,20.84
512,3,3,512,4,4,1,1,305.7,41.3,44.5333,39.3,27.75,44.5667,44.7333,44.7,30.325,67.35,39.5,53.55,59.3,38.2333,59.6,45.3667
32,3,3,3,8,8,1,1,0.723741,0.147929,0.147493,0.148588,0.147493,0.148296,0.147206,0.14881,0.147059,0.906306,0.126743,0.15456,0.157978,0.218818,0.279609,0.25641
64,3,3,3,8,8,1,1,1.41408,0.256266,0.257326,0.257584,0.257326,0.257326,0.257584,0.258656,0.257326,1.80714,0.236085,0.290435,0.293842,0.391406,0.507614,0.463889
128,3,3,3,8,8,1,1,2.82778,0.474408,0.482212,0.47619,0.477143,0.47619,0.482212,0.477143,0.476667,3.06667,0.461751,0.222717,0.229062,0.752632,0.990099,0.902703
256,3,3,3,8,8,1,1,5.79444,0.290988,0.341638,0.309174,0.277285,0.328947,0.327869,0.284986,0.346367,8.03077,0.295044,0.34198,0.396825,1.50448,1.94038,1.77018
512,3,3,3,8,8,1,1,11.4,0.584795,0.52356,0.588235,0.631447,0.514359,0.587135,0.599401,0.546486,16.7571,0.542703,0.772308,0.727536,2.90571,3.84615,3.51379
32,3,3,32,8,8,1,1,4.89048,0.384291,0.41405,0.389105,0.360072,0.691034,0.682313,0.594083,0.677703,1.23704,0.423729,0.610366,0.691034,1.14432,1.46377,1.33467
64,3,3,32,8,8,1,1,9.74545,0.712057,0.673154,0.791339,0.766412,0.918349,1.06489,1.12921,1.00198,2.27727,0.788189,1.027,0.933333,2.19348,2.81667,2.56667
128,3,3,32,8,8,1,1,19.35,1.27722,1.46522,1.36757,1.16279,1.65574,1.68333,1.54638,1.54462,5.13,1.39722,1.68852,1.97059,4.2375,1.97843,1.61452
256,3,3,32,8,8,1,1,38.7667,2.7027,3.23548,2.70541,2.48049,3.22581,3.35667,2.72973,2.91143,12.0889,2.84167,3.62857,3.75926,3.42,4.068,3.13636
512,3,3,32,8,8,1,1,78.2,5.79444,6.22353,5.215,5.15,6.36875,6.5125,5.9,5.2,22.64,6.05882,8.10769,7.65,5.56667,7.93077,7.02667
32,3,3,64,8,8,1,1,9.31818,0.7375,0.81129,0.822131,0.769231,1.34933,1.48824,1.49552,1.30128,1.79464,0.902703,1.15281,1.20482,2.17021,2.78611,2.54
64,3,3,64,8,8,1,1,18.2333,1.50448,1.47059,1.30779,1.39722,2.2,2.08958,1.83091,2.10208,3.73704,1.39863,1.95577,2.18913,4.21667,1.685,1.77368
128,3,3,64,8,8,1,1,36.9333,2.91143,3.12424,2.40238,2.82778,3.60357,3.37,3.01471,3.4,7.46429,2.66579,3.66071,4.2625,3.29032,3.44828,3.33667
256,3,3,64,8,8,1,1,73.55,5.43684,5.18,5.65,5.43158,6.37059,5.65,6.10588,6.06471,15.6,5.31053,7.09333,8.43333,6.85333,7.31429,5.82222
512,3,3,64,8,8,1,1,149.1,10.2818,10.97,10.71,10.87,11.8556,13.1875,11.75,10.4636,30.475,10.08,14.6714,15.7143,13.0625,15.3,13.5
32,3,3,128,8,8,1,1,18.1833,1.38219,1.71017,1.63934,1.42083,2.81667,3.00294,3.11515,2.615,2.67368,1.87037,2.5641,2.525,4.24167,2.18913,1.60159
64,3,3,128,8,8,1,1,35.4,2.63684,2.94706,3.04545,2.57,4.25417,4.54545,4.29583,3.73333,6.12353,3.44828,4.4087,4.18333,3.28065,3.87308,3.09697
128,3,3,128,8,8,1,1,71.5,5.97647,5.93529,4.80952,5.45789,7.49286,7.56429,6.25882,6.4,11.6444,5.92941,7.73571,7.51429,6.29375,7.95385,6.82
256,3,3,128,8,8,1,1,145.2,11.11,10.79,9.82727,10.63,12.6875,13.0875,11.8889,10.77,21.02,10.76,15.5857,15.7857,12.975,15.0875,12.3111
512,3,3,128,8,8,1,1,296.5,22.46,26.15,21.38,21.1333,22.82,26.16,22.6,21.2,47,22.54,30.75,31.075,25.45,29.475,26.775
32,3,3,256,8,8,1,1,35.3333,2.90571,3.16875,3.29677,3.37667,5.31053,6.00588,6.12353,6.4875,4.38696,3.92308,5.78889,6.525,3.13235,3.68571,3.66429
64,3,3,256,8,8,1,1,71.6,5.035,5.91176,5.82778,5.56111,7.49286,8.15385,8.88333,8.525,10.0909,5.83333,8.49167,9.52727,6.84667,6.82667,5.92353
128,3,3,256,8,8,1,1,146.1,10.2818,11.02,11.1111,11.3333,14.2375,13.575,12.2889,12.1778,19.05,11.7333,16.7667,17.1333,12.4444,13.2375,11.9
256,3,3,256,8,8,1,1,293.1,22.06,22.2,20.2667,20.1167,24.14,25.76,23.58,22.76,41.3333,21.74,30.8,31.375,24.32,28.8,25.36
512,3,3,256,8,8,1,1,586.8,43.0333,50.15,42.1,41.5667,46.5667,50.0667,44.5,43.9667,79.3,43.0667,59.1,54.8,47.8,58.7,52.15
32,3,3,512,8,8,1,1,76.85,6.58125,5.91765,6.4,6.53125,12.2889,11.9,10.91,11.05,9.33636,8.60833,10.94,11.2,6.09412,7.90769,7.18571
64,3,3,512,8,8,1,1,148.9,11.5444,11.6889,11.7111,10.3,15.3,16.85,17.3167,17.5,18.6,12.8222,16.5286,18.4,11.88,12.675,12.925
128,3,3,512,8,8,1,1,292.9,22.72,22.48,20.5333,20.5,27.775,26.35,26.82,25.94,37.2333,23.2,31.45,33.6,25,29.35,26.46
256,3,3,512,8,8,1,1,584.3,42.8333,44.7333,41.2667,41.2667,47.4667,52.6,45.6667,45.8667,72.75,42.8333,60.55,58.35,48.2,58.35,53.4
512,3,3,512,8,8,1,1,1236.7,82.75,92.7,80.55,81.75,87.5,104.3,88.8,84.5,145.1,82.75,117.7,112.2,103.3,113.9,104.6
32,3,3,3,16,16,1,1,2.90556,0.579191,0.574713,0.580925,0.574713,0.537634,0.521875,0.538172,0.521875,2.25111,0.49505,0.539247,0.550549,0.835833,0.959048,0.916364
64,3,3,3,16,16,1,1,5.65556,0.383525,0.406911,0.439474,0.390272,0.34198,0.356228,0.391016,0.306116,6.02941,0.352465,0.330592,0.340136,1.54154,1.77895,1.70339
128,3,3,3,16,16,1,1,11.3222,0.701399,0.631447,0.636076,0.685616,0.626543,0.52963,0.692414,0.647742,12.1667,0.52356,0.706338,0.681633,2.97647,3.46552,3.3129
256,3,3,3,16,16,1,1,22.86,1.20238,1.07957,1.26962,1.24074,0.980392,1.10879,1.17209,1.11209,24.1,0.97767,1.29103,1.285,5.90588,6.9,6.59375
512,3,3,3,16,16,1,1,45.6,2.71081,2.70263,2.08958,2.60513,2.44634,2.36047,2.12292,2.535,48.1667,2.5125,2.79167,2.62051,3.85,5.18,5.065
32,3,3,32,16,16,1,1,19.6,1.57077,1.71017,1.84182,1.63387,2.18696,2.29773,2.4878,2.04898,3.51034,1.82545,1.96038,1.82182,4.71364,1.80536,1.69492
64,3,3,32,16,16,1,1,39.5333,2.73243,2.83889,3.00588,3.00294,3.31875,3.53793,3.81111,3.70714,7.47143,3.14375,3.49655,3.58214,2.57692,3.45172,3.14688
128,3,3,32,16,16,1,1,77.45,5.33684,6.08824,5.63889,5.105,5.95882,6.33125,6.425,5.6,15.7143,6.09412,6.6,7.18667,4.99048,5.75,6.5125
256,3,3,32,16,16,1,1,154.8,10.86,11.6778,11,9.75455,10.46,11.5111,11.6333,11.4444,33,11.15,11.2556,11.6111,11.5889,13.2375,12.1
512,3,3,32,16,16,1,1,312.7,20.86,21.4,21.2,21.52,20.28,20.3833,20.7833,20.3167,66.35,21.94,23.78,24.12,22.5,25.32,23.92
32,3,3,64,16,16,1,1,37.3333,3.66786,3.25,3.7037,3.65714,5.05238,4.26667,4.94762,4.89048,5.7,3.90385,4.26667,4.88095,2.99412,2.78056,3.24516
64,3,3,64,16,16,1,1,73.95,5.51579,5.53684,5.99412,6.475,7.22857,6.56875,7.47857,7.43571,11.9556,6.4875,6.6,7.76154,5.88824,5.65556,5.28947
128,3,3,64,16,16,1,1,147.7,10.04,11.9556,11.4,11.04,11.7667,11.29,11.6778,12.5625,23.26,12.1222,13.1125,13.2,9.1,11.3778,12.525
256,3,3,64,16,16,1,1,293.9,21.22,22.4,21,20.94,22.68,21.02,21.2,21.8667,44.9,22.56,23.96,25.7,21.0833,22.88,21.2
512,3,3,64,16,16,1,1,606.4,39.0667,38,37.6,39.2,41.7,42.2667,41.3,41.8,88.55,41.2667,44.2667,45.9,42.2333,50.65,50.1
32,3,3,128,16,16,1,1,72.1,5.88235,7.18571,7.04667,7.14667,9.24545,9.38182,11.1333,10.5,8.44615,8.23077,8.39167,9.77273,6.30625,5.62222,5.77222
64,3,3,128,16,16,1,1,141.8,10.76,11.8667,11.9222,11.8,14.3571,12.9,14.5429,15.8429,17.4667,14.3857,14.175,14.275,9.19091,11.4778,11.4556
128,3,3,128,16,16,1,1,292.3,20.5,21.9,21.98,22.04,25.8,24.34,26.5,24.32,34.6667,23.26,24.52,26.42,20.96,21.46,20.02
256,3,3,128,16,16,1,1,582.4,40.6,41.3333,40.6333,39.6667,41.9333,43.6333,43.4,43.0333,66.9,42.3667,46.3667,46.9333,38.7,46.0333,46.2
512,3,3,128,16,16,1,1,1165.4,76.65,79.55,76.5,76.15,81.85,83.3,80.65,78.75,135.6,79.55,87.45,88.2,80.6,91.8,84.6
32,3,3,256,16,16,1,1,141.1,12.7375,12.1667,11.9778,13.075,20.78,18.7833,21.46,19.1333,14.8857,17.7571,16.9857,18.7833,10.65,12.8625,12.8625
64,3,3,256,16,16,1,1,286.2,21.5,21.1,21.6,21.38,28.425,26.8,27.6,26.025,28.525,26,26.45,29.05,20.75,21.8,21.46
128,3,3,256,16,16,1,1,599.9,43.4667,42.2333,41.5667,42.1333,50.75,47.3333,47.4,50.7,59.4,45.7,50.5333,53.35,42.8333,50.75,45.6333
256,3,3,256,16,16,1,1,1170.5,80.1,79.3,77.25,80.1,85.05,84.45,84.25,85.5,114,82.25,89.55,91.35,84.35,94.15,88.3
512,3,3,256,16,16,1,1,2403.2,151.5,157.9,152,151.6,164.8,163.4,159.4,156.7,226.9,161.9,175.6,190,153.1,172.9,180.1
32,3,3,512,16,16,1,1,289.5,25.925,25.46,25.12,25.18,39.4333,37.2,39.4,36.9,28.175,36.8333,35.3667,40.7,25.725,27.625,24.8
64,3,3,512,16,16,1,1,610.8,42.4,45.3667,43.5333,43.6667,51.8,54.7,58.3,56.15,55.55,55.6,53.55,59.35,44.4667,50.1,46.2
128,3,3,512,16,16,1,1,1152.5,81,84.5,79.95,79.5,92.1,91.25,93.05,91.85,104,90.65,95.4,102.6,80.6,89.7,86.2
256,3,3,512,16,16,1,1,2451.7,155.2,157.5,153.9,154,180,167.4,166.4,173.4,214.2,165,178.5,183.9,157.8,187.5,169.2
512,3,3,512,16,16,1,1,4581.9,302.3,312.2,301.5,308.9,318.7,336.8,317.2,313.8,423.4,322.7,361.4,367.1,302.6,357.1,333.6
32,3,3,3,32,32,1,1,11.3444,1.21566,1.10645,1.03814,1.18471,0.89375,0.686301,0.841176,0.783594,9.29167,0.656209,0.740741,0.817886,3.36333,3.64286,3.53793
64,3,3,3,32,32,1,1,22.94,1.75965,1.46377,1.67333,1.71017,1.42208,1.1033,1.41972,1.2987,18.5667,1.11333,1.32763,1.37808,6.21176,6.70667,6.55625
128,3,3,3,32,32,1,1,45.2667,3.28387,2.97647,2.98824,2.65789,3.0303,2.64474,2.62,2.48537,37.2333,2.92286,3.10606,2.74737,5.27368,5.71667,5.52105
256,3,3,3,32,32,1,1,92.5,5.44737,5.40526,6.475,5.65556,5.23,5.165,5.90588,5.35789,75,5.90588,6.39375,5.70526,13.4375,15.5,15.5857
512,3,3,3,32,32,1,1,182.6,10.93,9.68182,10.34,10.72,10.91,10.42,10.0273,9.14545,154.9,10.13,11.6556,11.6556,29.7,34.8333,30.825
32,3,3,32,32,32,1,1,78.55,7.46429,7.02667,8.375,7.98462,11.02,8.15385,10.04,9.18182,13.275,10.87,7.57143,8.73333,6.3375,6.72,5.61667
64,3,3,32,32,32,1,1,156.2,12.6875,11.9222,11.44,11.5222,15.4429,13.9375,15.4571,14,25.375,13.7125,12.0889,13.95,11.8444,12.675,11.3222
128,3,3,32,32,32,1,1,310.2,22.6,22.44,22.54,22.36,25.5,23.66,25.22,23.46,52.3,24.76,24,25.04,23.92,25.1,23.7
256,3,3,32,32,32,1,1,628.4,41.2667,41.2667,41.5667,41.1333,43.7667,39.8667,43.9333,41.9667,102.7,43.7667,42.9,44.7333,45.3667,47.2,45.1667
512,3,3,32,32,32,1,1,1271.5,77.95,79.3,77.85,77.55,84,79.1,79.55,82.2,198.1,80.05,81.9,88.2,82.15,88,85.9
32,3,3,64,32,32,1,1,147.4,13.9625,13.0875,14.3714,15.1,23.7,18.3333,22.98,18.3333,17.6667,20.34,15.8143,18.35,13.3875,12.875,11.8556
