wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConvolution,UnrolledInputChlMajInputConvolution,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,PartiallyUnrolledInputExplicitOutPaddingConvolution,PartiallyUnrolledInputExplicitPaddingConvolution
512,3,3,64,64,64,1,1,1336.2,5.13571,5.75747,28.45,6.00357,5.42258,5.78391,6.39241,4.76857,5.77701
32,3,3,128,64,64,1,1,170,3.5766,5.35532,1.9019,5.6236,4.42193,5.73523,2.64603,0.536803,0.595714
64,3,3,128,64,64,1,1,339.85,4.3487,6.05181,3.57234,6.4641,4.61468,6.285,3.22903,0.991089,1.06348
128,3,3,128,64,64,1,1,681.3,5.54945,6.98472,7.04583,6.84324,5.66742,6.98194,4.90196,2.19039,2.46552
256,3,3,128,64,64,1,1,1361.9,7.31449,8.96607,15.1382,8.54407,7.31594,8.64828,6.43718,3.69412,4.23898
512,3,3,128,64,64,1,1,2748.8,10.5917,13.0974,30.8,12.555,11.5705,12.67,10.114,6.54545,8.21148
32,3,3,256,64,64,1,1,343.45,7.68485,14.4943,2.44829,16.91,11.2156,16.91,5.4967,1.05432,1.08247
64,3,3,256,64,64,1,1,687.9,8.47667,15.1697,4.73679,16.98,11.6605,17.5241,6.74667,1.99323,2.09916
128,3,3,256,64,64,1,1,1374.7,11.5114,16.9633,9.64038,18.7037,13.4184,19.0519,9.075,3.79015,4.07805
256,3,3,256,64,64,1,1,2760.8,15.0206,20.48,19.1296,21.987,15.8313,22.4217,11.807,6.76892,7.375
512,3,3,256,64,64,1,1,5513.6,22.8182,27.4316,36.2,30.1235,24.7,30.5412,19.9346,13.1641,13.7595
32,3,3,512,64,64,1,1,694.7,18.3357,29.1889,3.69412,33.0938,22.4304,34.0867,10.6083,2.15536,2.1042
64,3,3,512,64,64,1,1,1380.4,19.5769,31.3813,6.74,34.4867,23.8524,35.75,13.1842,3.91641,4.05
128,3,3,512,64,64,1,1,2772.3,23.9095,34.48,14.1139,37.9286,27.2263,38.9769,17.4138,8.03333,8.27377
256,3,3,512,64,64,1,1,5521.6,30.1235,42.0833,28.3667,45.0333,32.3062,46.2636,24.081,14.5257,14.9412
512,3,3,512,64,64,1,1,11044.5,44.7083,55.62,55.15,59.2889,48.2909,60.8667,38.9615,27.6263,28.9056
32,3,3,3,128,128,1,1,18.7333,0.458295,0.428449,3.26753,0.439245,0.340736,0.437205,0.788346,0.224406,0.61224
64,3,3,3,128,128,1,1,37.3357,0.540649,0.494758,7.72154,0.47081,0.397615,0.519522,1.26904,0.388733,1.07339
128,3,3,3,128,128,1,1,74.5571,0.989526,0.67118,20.016,0.605448,0.527081,0.61601,5.003,3.90781,4.74245
256,3,3,3,128,128,1,1,149.5,1.56834,0.773416,43.6167,0.787559,0.689256,0.830348,10.9587,9.06607,10.8935
512,3,3,3,128,128,1,1,299.7,2.17609,1.31684,91.6167,1.30651,1.20942,1.44121,24.5,19.9769,25.13
32,3,3,32,128,128,1,1,161.2,4.9049,6.37722,3.66423,6.85068,4.20252,5.37849,3.14,0.57949,0.925693
64,3,3,32,128,128,1,1,322.35,5.54396,7.0662,8.43,7.1507,4.55135,5.7125,3.63333,0.999002,1.74599
128,3,3,32,128,128,1,1,643.3,7.66667,7.88906,20.588,7.55224,5.69773,6.67867,8.01111,4.51441,5.49022
256,3,3,32,128,128,1,1,1286.4,10.186,10.4563,45.0583,9.90392,7.38824,8.67414,15.0176,10.128,12.3366
512,3,3,32,128,128,1,1,2578.1,15.2545,14.9735,92.9833,14.4371,12.031,14,30.0941,22.3609,26.6105
32,3,3,64,128,128,1,1,333.45,9.24545,16.329,4.12213,19.2885,10.9196,16.5065,5.61333,1.01215,1.33957
64,3,3,64,128,128,1,1,667.2,10.2408,16.6839,9.41296,19.5654,11.3659,16.8533,6.64211,1.84412,2.48168
128,3,3,64,128,128,1,1,1336.2,13.4684,19.5923,21.6083,21.4208,13.0103,18.8667,9.55472,4.0264,4.98119
256,3,3,64,128,128,1,1,2668.9,16.4161,22.6261,45.8364,24.1714,15.6182,21.65,14.0861,6.8726,8.94643
512,3,3,64,128,128,1,1,5347.2,24.8524,29.7118,95.7667,30.9412,23.0955,29.6647,28.4444,15.7406,21.1667
32,3,3,128,128,128,1,1,678.5,23.7727,34.3133,4.9901,37.8,21.6625,33.25,10.5479,1.95469,2.34742
64,3,3,128,128,128,1,1,1365.5,25.725,34.76,11.2267,39.6077,22.5043,34.2,12.66,3.73433,4.30342
128,3,3,128,128,128,1,1,2731.9,29.1167,36.9571,23.7591,42.3917,25.035,36.7571,17.9821,7.11831,8.71724
256,3,3,128,128,128,1,1,5454.1,34.4667,44.8667,48.7909,48.0545,30.9118,42.6833,26.9895,12.8923,16.7567
512,3,3,128,128,128,1,1,10890.7,51.95,56.0889,98.0333,59.6444,44.2417,55.07,46.9727,28.2944,34.1733
32,3,3,256,128,128,1,1,1381.9,43.5,66.375,7.93968,79.1571,45.2083,68.4625,23.3955,4.07317,4.35217
64,3,3,256,128,128,1,1,2752.8,45.4727,70.0625,15.4152,81.0143,47.7273,69.3375,27.7778,7.08592,8.06825
128,3,3,256,128,128,1,1,5521.5,48.7818,76.8857,29.0722,87.7833,53.13,74.1714,41.9583,13.9194,16.1156
256,3,3,256,128,128,1,1,11006.5,61.0222,86.3667,57.3778,94.0167,64.6375,85.6,55.1,27.2684,29.6235
512,3,3,256,128,128,1,1,22018.1,87.8833,105.42,107,119.92,88.5333,110.46,85.3667,54.17,59.9222
32,3,3,512,128,128,1,1,2754,80.9714,136.625,10.9435,161.775,96.75,140.6,62.1778,8.93929,9.20364
64,3,3,512,128,128,1,1,5530.6,86.4667,135.925,25.885,162.1,95.85,142.75,69.5625,16.0281,16.7467
128,3,3,512,128,128,1,1,11057.5,91.3833,152.025,49.5,172.867,100.46,146.975,88.0167,33.5467,36.1143
256,3,3,512,128,128,1,1,22105.7,107.48,168.7,96.75,190.133,125.325,165.325,114.06,61.8778,62.2111
512,3,3,512,128,128,1,1,44209.6,166.9,214.167,193.867,243.567,167.633,211.933,180.967,121.1,125.26
32,3,3,3,256,256,1,1,74.5429,1.76784,1.60804,18.5963,1.88195,1.38287,1.75175,2.61937,0.691022,1.81703
64,3,3,3,256,256,1,1,149.175,2.1569,1.90875,41.2846,2.12809,1.63758,1.98532,4.33103,1.29432,3.60791
128,3,3,3,256,256,1,1,298.1,4.51982,2.91977,87.7667,3.26928,2.79721,3.23806,22.3565,17.03,20.736
256,3,3,3,256,256,1,1,596.7,10.987,7.58636,179.967,7.82031,7.61667,7.91719,79,69.9125,80.8571
512,3,3,3,256,256,1,1,1195.1,19.2769,17.2517,353.6,17.1,17.0967,17.531,186.667,170.5,187.567
32,3,3,32,256,256,1,1,647.1,34.3067,31.4625,20.22,39.3846,21.8435,33.025,11.8256,2.10251,3.44726
64,3,3,32,256,256,1,1,1287.2,36.8,32.2687,42.7167,40.5154,23.3545,34.7733,17.369,4.12049,6.33544
128,3,3,32,256,256,1,1,2575,42.5667,34.5733,90.7833,46.4182,29.0667,41.2923,45.6636,25.18,29.6118
256,3,3,32,256,256,1,1,5140.4,51.18,44.6333,181.467,52.65,36.0857,47.5364,99.7667,79.9714,89.5333
