wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,VirtuallyUnrolledInputExplicitOutPaddingConv,VirtuallyUnrolledInputExplicitPaddingConv
128,3,3,32,16,16,2,2,10.035,0.17838,0.166556,0.180115,0.186846,n/a,n/a,n/a,n/a,1.59744,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,16,16,2,2,20.02,0.229674,0.254323,0.212314,0.214041,n/a,n/a,n/a,n/a,3.06902,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,16,16,2,2,40.3269,0.391432,0.320102,0.323625,0.312695,n/a,n/a,n/a,n/a,6.08434,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,16,16,2,2,5.26316,0.132767,0.151699,0.142857,0.146843,n/a,n/a,n/a,n/a,0.482867,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,16,16,2,2,10.4375,0.162707,0.219298,0.18457,0.269833,n/a,n/a,n/a,n/a,0.922192,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,16,16,2,2,20.8854,0.324465,0.298037,0.31348,0.313283,n/a,n/a,n/a,n/a,1.83516,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,16,16,2,2,41.9792,0.354536,0.442478,0.343407,0.3465,n/a,n/a,n/a,n/a,3.42007,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,16,16,2,2,83.5833,0.659631,0.567821,0.468604,0.538482,n/a,n/a,n/a,n/a,6.37975,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,16,16,2,2,10.599,0.281532,0.355646,0.279782,0.273224,n/a,n/a,n/a,n/a,0.531051,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,16,16,2,2,21.3125,0.328515,0.393278,0.328299,0.3893,n/a,n/a,n/a,n/a,0.996514,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,16,16,2,2,42.4583,0.45045,0.547046,0.473485,0.505303,n/a,n/a,n/a,n/a,1.92788,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,16,16,2,2,85.2917,0.671141,0.78695,0.622665,0.638074,n/a,n/a,n/a,n/a,3.83969,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,16,16,2,2,170.667,1.29059,1.04759,0.844013,1.00704,n/a,n/a,n/a,n/a,7.50746,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,16,16,2,2,21.4375,0.487805,0.608881,0.489003,0.501002,n/a,n/a,n/a,n/a,0.665779,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,16,16,2,2,42.8958,0.54852,0.707214,0.572082,0.692867,n/a,n/a,n/a,n/a,1.22439,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,16,16,2,2,86.125,0.805958,0.825908,0.805466,0.974659,n/a,n/a,n/a,n/a,2.53934,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,16,16,2,2,172,1.28005,1.1222,1.13952,1.15856,n/a,n/a,n/a,n/a,4.97277,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,16,16,2,2,344.875,2.25,1.90935,1.77305,1.81295,n/a,n/a,n/a,n/a,10.08,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,16,16,2,2,42.875,0.88968,1.07457,0.908802,0.891014,n/a,n/a,n/a,n/a,0.968992,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,16,16,2,2,86.25,1.07991,1.23762,1.01884,1.2703,n/a,n/a,n/a,n/a,1.69576,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,16,16,2,2,174.417,1.57311,1.57233,1.52432,1.80596,n/a,n/a,n/a,n/a,3.61691,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,16,16,2,2,345.5,2.59021,1.98221,2.19432,2.18668,n/a,n/a,n/a,n/a,7.01042,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,16,16,2,2,694.75,4.2,3.63768,3.09568,3.52817,n/a,n/a,n/a,n/a,13.4079,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,32,32,2,2,1.17056,0.0514403,0.0925926,0.051654,0.0591576,n/a,n/a,n/a,n/a,1.30404,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,32,32,2,2,2.32791,0.0544307,0.0977455,0.0577701,0.0755173,n/a,n/a,n/a,n/a,2.50625,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,32,32,2,2,4.65046,0.0840619,0.10337,0.103756,0.106587,n/a,n/a,n/a,n/a,4.95545,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,32,32,2,2,9.30556,0.132066,0.12987,0.140213,0.105574,n/a,n/a,n/a,n/a,9.40741,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,32,32,2,2,18.6574,0.189466,0.159649,0.142005,0.150739,n/a,n/a,n/a,n/a,21.4271,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,32,32,2,2,10.045,0.313087,0.644652,0.313676,0.333111,n/a,n/a,n/a,n/a,1.27094,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,32,32,2,2,20.15,0.324465,0.721182,0.360671,0.435379,n/a,n/a,n/a,n/a,2.29702,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,32,32,2,2,40.0962,0.414114,0.735662,0.458524,0.66029,n/a,n/a,n/a,n/a,4.4469,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,32,32,2,2,80.1429,0.592417,0.853669,0.54316,0.732064,n/a,n/a,n/a,n/a,9.49528,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,32,32,2,2,160.375,0.750751,1.07974,0.83612,0.997012,n/a,n/a,n/a,n/a,21.7826,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,32,32,2,2,20.9167,0.444272,0.994544,0.479846,0.511771,n/a,n/a,n/a,n/a,1.30208,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,32,32,2,2,41.7292,0.540497,1.06157,0.568828,0.701681,n/a,n/a,n/a,n/a,2.63816,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,32,32,2,2,83.8333,0.710938,1.30548,0.767255,1.03461,n/a,n/a,n/a,n/a,5.025,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,32,32,2,2,167.5,0.907895,1.48225,1.01212,1.22912,n/a,n/a,n/a,n/a,10.135,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,32,32,2,2,333.75,1.32759,1.91317,1.51515,1.85833,n/a,n/a,n/a,n/a,22.875,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,32,32,2,2,42.3958,0.95057,1.95313,0.962981,1.03093,n/a,n/a,n/a,n/a,1.48368,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,32,32,2,2,85.0417,1.1022,2.12076,1.16686,1.4245,n/a,n/a,n/a,n/a,3.00898,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,32,32,2,2,169.75,1.40336,2.33023,1.43966,2.02632,n/a,n/a,n/a,n/a,5.79885,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,32,32,2,2,340.125,1.91508,2.93129,2.05123,2.24888,n/a,n/a,n/a,n/a,12.4573,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,32,32,2,2,684,2.75824,3.99206,2.98077,3.84542,n/a,n/a,n/a,n/a,26.4079,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,32,32,2,2,86.125,1.85833,3.55458,1.83516,1.83394,n/a,n/a,n/a,n/a,2.10294,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,32,32,2,2,173.25,1.9465,3.80682,2.19737,2.47896,n/a,n/a,n/a,n/a,3.81818,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,32,32,2,2,343.375,2.68316,4.1168,2.76519,3.19745,n/a,n/a,n/a,n/a,8.19355,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,32,32,2,2,687.5,3.55319,4.76905,3.70404,4.04637,n/a,n/a,n/a,n/a,16.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,32,32,2,2,1383.75,5.07576,6.61184,5.71875,6.17378,n/a,n/a,n/a,n/a,32.0938,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,32,32,2,2,172.417,3.81679,6.76351,3.53345,3.77632,n/a,n/a,n/a,n/a,2.94118,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,32,32,2,2,345.75,4.07724,7.18929,4.15083,4.90777,n/a,n/a,n/a,n/a,5.64045,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,32,32,2,2,694.5,5.3484,7.98413,5.78448,6.61513,n/a,n/a,n/a,n/a,12.0119,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,32,32,2,2,1380,7.57955,9.90686,7.90625,8.20492,n/a,n/a,n/a,n/a,26.1375,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,32,32,2,2,2771.25,11.15,14.1389,12.1607,14.1944,n/a,n/a,n/a,n/a,47.9091,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,64,64,2,2,4.6729,0.147653,0.21322,0.147336,0.146628,n/a,n/a,n/a,n/a,3.68934,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,64,64,2,2,9.32407,0.155183,0.21796,0.17059,0.20145,n/a,n/a,n/a,n/a,7.46642,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,64,64,2,2,18.6204,0.23596,0.269542,0.250501,0.263428,n/a,n/a,n/a,n/a,17.8362,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,64,64,2,2,37.4286,0.401807,0.337154,0.431406,0.349162,n/a,n/a,n/a,n/a,37.7679,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,64,64,2,2,74.5714,0.629723,0.425532,0.452715,0.439035,n/a,n/a,n/a,n/a,81.3214,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,64,64,2,2,40.0962,1.30339,2.04184,1.2358,1.29264,n/a,n/a,n/a,n/a,3.74627,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,64,64,2,2,79.9643,1.34838,2.24107,1.37192,1.6835,n/a,n/a,n/a,n/a,7.85547,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,64,64,2,2,160.313,1.60852,2.25676,1.79301,2.34112,n/a,n/a,n/a,n/a,18.0536,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,64,64,2,2,320,2.18804,2.92982,2.24664,2.84943,n/a,n/a,n/a,n/a,39.5962,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,64,64,2,2,642.75,3.16614,4.27564,3.15094,3.75746,n/a,n/a,n/a,n/a,80.7143,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,64,64,2,2,83.4583,2.01305,3.20382,2.02429,1.9438,n/a,n/a,n/a,n/a,4.13636,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,64,64,2,2,167.25,2.05864,3.34667,2.21792,2.78333,n/a,n/a,n/a,n/a,8.74138,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,64,64,2,2,333.75,2.78472,3.98016,2.98363,3.71667,n/a,n/a,n/a,n/a,19.7596,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,64,64,2,2,670,3.87791,5.29737,3.97817,4.54773,n/a,n/a,n/a,n/a,40.0192,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,1338.75,5.47826,6.77365,5.53022,6.76,n/a,n/a,n/a,n/a,83.9167,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,169.75,3.96825,6.59539,3.88178,3.76692,n/a,n/a,n/a,n/a,5.18299,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,339.875,4.44248,6.76,4.63657,5.86047,n/a,n/a,n/a,n/a,10.5417,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,678.75,5.74713,7.87891,5.90294,7.73846,n/a,n/a,n/a,n/a,21.6875,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,1365.75,7.61364,9.80392,7.92188,8.97768,n/a,n/a,n/a,n/a,43.8125,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,2728.5,11.4886,13.6757,11.25,13.6419,n/a,n/a,n/a,n/a,89.4583,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,345.125,8.74138,11.843,8.89474,9.04911,n/a,n/a,n/a,n/a,7.04577,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,691.75,9.625,12.9423,9.53774,10.8859,n/a,n/a,n/a,n/a,14.8235,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,1376,11.7674,14.7279,12.1726,14.1389,n/a,n/a,n/a,n/a,27.875,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,2752.5,15.6288,17.1333,15.6953,16.3226,n/a,n/a,n/a,n/a,54.025,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,5510.5,23.8929,25.425,24.0357,25.2125,n/a,n/a,n/a,n/a,103.8,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,690.5,19.0833,23.2727,18.9259,19.6731,n/a,n/a,n/a,n/a,11.5057,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,1384.75,20.37,24.9762,20.36,21.8261,n/a,n/a,n/a,n/a,24.0119,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,2761.75,25.475,28.125,24.4167,28.5972,n/a,n/a,n/a,n/a,43.9167,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,5535.25,31.25,34.6833,31.5938,32.1719,n/a,n/a,n/a,n/a,88.4167,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,11074.3,49.25,58.5,43.1458,57.2222,n/a,n/a,n/a,n/a,173.583,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,18.6852,0.465549,0.473485,0.457457,0.476644,n/a,n/a,n/a,n/a,16.4113,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,37.3571,0.505051,0.534759,0.54375,0.684337,n/a,n/a,n/a,n/a,34.75,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,74.8929,0.956023,0.662252,0.996016,1.01986,n/a,n/a,n/a,n/a,72.7857,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,149,1.46848,0.883392,1.44164,1.24813,n/a,n/a,n/a,n/a,149.813,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,298.75,2.5404,2.24664,2.07573,2.38214,n/a,n/a,n/a,n/a,307.875,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,160.938,5.20361,5.32181,5.18299,5.06818,n/a,n/a,n/a,n/a,17.7241,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,320.875,6.00893,6.20062,5.93824,6.74333,n/a,n/a,n/a,n/a,36.8036,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,640.75,7.78462,7.15714,7.79615,9.68269,n/a,n/a,n/a,n/a,76.4286,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,1282.5,10.15,9.90686,10.3622,11.6761,n/a,n/a,n/a,n/a,155.625,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,2572.5,14.6286,16.0469,14.3472,16.4677,n/a,n/a,n/a,n/a,292.75,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,334.5,10.4323,10.4133,10.4323,10.7394,n/a,n/a,n/a,n/a,18.0714,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,667,11.2722,11.5057,11.4545,12.7063,n/a,n/a,n/a,n/a,38.2857,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,1338.25,14.4,13.6622,14.1181,15.9375,n/a,n/a,n/a,n/a,78.1429,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,2683,16.5806,17.5517,16.3468,19.3846,n/a,n/a,n/a,n/a,149.188,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,5351.25,25.4,27.5132,25.1875,28.2639,n/a,n/a,n/a,n/a,304.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,680,24.3452,23.1023,23.3182,23.2614,n/a,n/a,n/a,n/a,20.42,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,1366.25,24.25,24.8214,24.3571,27.3421,n/a,n/a,n/a,n/a,43.3333,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,2723.75,28.6528,27.9583,27.8056,31.4375,n/a,n/a,n/a,n/a,86.5833,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,5442.5,34.9167,33.6,32.9844,43.0208,n/a,n/a,n/a,n/a,161.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,10900.8,48.6364,53.525,48.8182,52.925,n/a,n/a,n/a,n/a,314.625,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,1376.25,42.0625,41.9792,42.4167,42.1042,n/a,n/a,n/a,n/a,25.8625,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,2760,45.7955,44.8333,46.4318,52.075,n/a,n/a,n/a,n/a,54.025,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,5519,50.175,50.475,51.025,61.0278,n/a,n/a,n/a,n/a,94.9583,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,10998.5,63.2188,61.5556,60.5278,70.625,n/a,n/a,n/a,n/a,177,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,22031,87.4583,101.05,82.8214,97.7917,n/a,n/a,n/a,n/a,356.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,2755.5,81,80.9643,82.3214,81.3929,n/a,n/a,n/a,n/a,50.975,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,5526.25,83.875,87.75,83.5833,94.4583,n/a,n/a,n/a,n/a,95.4583,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,11045,94.7917,98.1667,93.5,119.15,n/a,n/a,n/a,n/a,164.938,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,22079.3,115.4,119,112.55,137.25,n/a,n/a,n/a,n/a,313.625,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,44289.3,154.625,204.083,162,206.833,n/a,n/a,n/a,n/a,612.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,74.8214,1.77936,2.07231,1.85463,2.01305,n/a,n/a,n/a,n/a,74.3571,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,149.938,2.0778,2.43083,2.07988,2.84091,n/a,n/a,n/a,n/a,144.313,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,298.5,4.25212,4.018,4.41009,4.56364,n/a,n/a,n/a,n/a,285.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,597.25,9.57075,8.27049,9.84314,7.76538,n/a,n/a,n/a,n/a,570.75,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,1198.5,17.5172,17.681,15.8516,17.5948,n/a,n/a,n/a,n/a,1178.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,642.25,33.9,33.1875,32.8594,33.2344,n/a,n/a,n/a,n/a,74,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,1286,36.0893,37.0357,35.2833,37.375,n/a,n/a,n/a,n/a,148.5,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,2567,39.4038,39.0192,38.3393,46.75,n/a,n/a,n/a,n/a,295.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,5145,45.7273,50.275,49.1591,55.7222,n/a,n/a,n/a,n/a,578.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,10269.8,63.4375,74.6786,63.6563,75.4286,n/a,n/a,n/a,n/a,1188.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,1339.25,52.125,50.05,50.9,51.8,n/a,n/a,n/a,n/a,77.25,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,2675.75,56.9722,54.425,55.8889,59.6389,n/a,n/a,n/a,n/a,153,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,5368.5,63.75,60.6389,62.8125,71.125,n/a,n/a,n/a,n/a,306,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,10722.3,72.3214,82.5357,71.4286,87.25,n/a,n/a,n/a,n/a,610.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,21463.3,100.7,115.9,97.0417,114.8,n/a,n/a,n/a,n/a,1196,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,2720.25,104.9,100.25,103.9,103.3,n/a,n/a,n/a,n/a,81.6786,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,5442.5,113.85,105.75,111.45,120.75,n/a,n/a,n/a,n/a,165.438,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,10885.8,121.25,121.75,123.6,139.625,n/a,n/a,n/a,n/a,313.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,21776.3,146.688,152,143.688,165.75,n/a,n/a,n/a,n/a,649,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,43635.8,191.5,216.833,190.333,224.833,n/a,n/a,n/a,n/a,1244,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,5508,177.167,169.5,181.917,178.75,n/a,n/a,n/a,n/a,98,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,11018,200.417,183,203.5,206.333,n/a,n/a,n/a,n/a,200.25,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,22019,214.5,204.417,211.917,272.375,n/a,n/a,n/a,n/a,368,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,43992,269.25,283.875,254.625,305.125,n/a,n/a,n/a,n/a,673.75,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,88273,362.625,405.625,354.75,400.25,n/a,n/a,n/a,n/a,1333,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,11058.8,359.5,370.375,359.75,340.375,n/a,n/a,n/a,n/a,188.75,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,22109.5,380.375,390.75,375,397,n/a,n/a,n/a,n/a,387.625,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,44193.8,408.875,423.875,411.625,525.75,n/a,n/a,n/a,n/a,651.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,88594.8,499.25,554.75,500.75,578,n/a,n/a,n/a,n/a,1272.5,n/a,n/a,n/a,n/a,n/a,n/a
